"Date","Price","Open","High","Low","Vol.","Change %"
"02/16/2020","0.2749","0.3075","0.3188","0.2628","23.14B","-10.61%"
"02/23/2020","0.2290","0.2749","0.2843","0.2231","19.39B","-16.69%"
"03/01/2020","0.2362","0.2290","0.2462","0.2244","14.84B","3.15%"
"03/08/2020","0.1460","0.2362","0.2362","0.1057","50.78B","-38.21%"
"03/15/2020","0.1579","0.1460","0.1745","0.1287","38.41B","8.17%"
"03/22/2020","0.1755","0.1579","0.1871","0.1454","27.74B","11.13%"
"03/29/2020","0.1812","0.1755","0.1859","0.1622","23.53B","3.28%"
"04/05/2020","0.1884","0.1812","0.2050","0.1769","20.62B","3.97%"
"04/12/2020","0.1953","0.1884","0.1967","0.1743","18.85B","3.67%"
"04/19/2020","0.1942","0.1953","0.1986","0.1789","17.78B","-0.57%"
"04/26/2020","0.2237","0.1942","0.2355","0.1928","20.56B","15.20%"
"05/03/2020","0.2165","0.2237","0.2265","0.2073","17.91B","-3.24%"
"05/10/2020","0.1998","0.2165","0.2165","0.1824","17.74B","-7.70%"
"05/17/2020","0.1988","0.1998","0.2078","0.1901","9.63B","-0.49%"
"05/24/2020","0.2070","0.1988","0.2075","0.1905","8.54B","4.13%"
"05/31/2020","0.2037","0.2070","0.2145","0.1983","10.33B","-1.61%"
"06/07/2020","0.1924","0.2037","0.2050","0.1854","6.79B","-5.54%"
"06/14/2020","0.1879","0.1924","0.1985","0.1824","6.62B","-2.33%"
"06/21/2020","0.1751","0.1879","0.1904","0.1695","6.59B","-6.81%"
"06/28/2020","0.1781","0.1751","0.1796","0.1724","5.69B","1.68%"
"07/05/2020","0.2011","0.1781","0.2116","0.1740","10.19B","12.95%"
"07/12/2020","0.1999","0.2011","0.2064","0.1891","6.77B","-0.63%"
"07/19/2020","0.2146","0.1999","0.2174","0.1929","7.27B","7.38%"
"07/26/2020","0.2910","0.2410","0.2974","0.2374","13.59B","35.58%"
"08/02/2020","0.2952","0.2910","0.3252","0.2556","19.02B","1.46%"
"08/09/2020","0.2989","0.2953","0.3071","0.2708","13.83B","1.22%"
"08/16/2020","0.2861","0.2988","0.3267","0.2735","12.98B","-4.27%"
"08/23/2020","0.2738","0.2861","0.2919","0.2549","8.23B","-4.29%"
"08/30/2020","0.2374","0.2738","0.3037","0.2315","12.14B","-13.32%"
"09/06/2020","0.2475","0.2374","0.2487","0.2298","10.98B","4.26%"
"09/13/2020","0.2511","0.2474","0.2582","0.2343","7.51B","1.47%"
"09/20/2020","0.2416","0.2508","0.2513","0.2195","6.11B","-3.80%"
"09/27/2020","0.2327","0.2415","0.2484","0.2285","8.50B","-3.66%"
"10/04/2020","0.2539","0.2326","0.2601","0.2315","8.54B","9.10%"
"10/11/2020","0.2406","0.2539","0.2600","0.2377","8.31B","-5.25%"
"10/18/2020","0.2561","0.2406","0.2635","0.2401","6.97B","6.45%"
"10/25/2020","0.2397","0.2561","0.2590","0.2314","6.60B","-6.40%"
"11/01/2020","0.2490","0.2397","0.2673","0.2280","7.11B","3.86%"
"11/08/2020","0.2681","0.2490","0.2771","0.2456","6.44B","7.67%"
"11/15/2020","0.4634","0.2681","0.4680","0.2641","8.95B","72.87%"
"11/22/2020","0.6260","0.4629","0.7788","0.4108","25.23B","35.07%"
"11/29/2020","0.5853","0.6258","0.6795","0.5440","10.85B","-6.49%"
"12/06/2020","0.5059","0.5855","0.6272","0.4858","9.95B","-13.57%"
"12/13/2020","0.5766","0.5059","0.6586","0.4399","13.12B","13.97%"
"12/20/2020","0.2946","0.5766","0.5864","0.2152","32.11B","-48.90%"
"12/27/2020","0.2210","0.2946","0.3099","0.1743","26.67B","-24.99%"
"01/03/2021","0.3243","0.2209","0.3688","0.2154","26.32B","46.77%"
"01/10/2021","0.2795","0.3243","0.3666","0.2558","15.00B","-13.82%"
"01/17/2021","0.2717","0.2792","0.3279","0.2416","9.69B","-2.81%"
"01/24/2021","0.4430","0.2716","0.5088","0.2444","9.93B","63.09%"
"01/31/2021","0.4427","0.4433","0.7536","0.3413","34.45B","-0.07%"
"02/07/2021","0.6330","0.4427","0.6421","0.3979","15.68B","42.98%"
"02/14/2021","0.5120","0.6335","0.6379","0.4752","11.18B","-19.12%"
"02/21/2021","0.4357","0.5120","0.6462","0.3672","16.31B","-14.89%"
"02/28/2021","0.4630","0.4358","0.4938","0.3934","7.80B","6.25%"
"03/07/2021","0.4577","0.4630","0.4880","0.4251","5.71B","-1.14%"
"03/14/2021","0.5245","0.4577","0.5497","0.4235","6.50B","14.59%"
"03/21/2021","0.5479","0.5246","0.5995","0.4539","11.54B","4.47%"
"03/28/2021","0.5789","0.5479","0.6414","0.5309","7.23B","5.65%"
"04/04/2021","1.3743","0.5789","1.3953","0.5688","21.78B","137.42%"
"04/11/2021","1.5406","1.3743","1.9633","1.3084","20.15B","12.10%"
"04/18/2021","1.0501","1.5396","1.5627","0.8937","21.43B","-31.84%"
"04/25/2021","1.6507","1.0501","1.6646","0.9509","14.78B","57.19%"
"05/02/2021","1.5624","1.6507","1.7600","1.3549","11.36B","-5.35%"
"05/09/2021","1.4859","1.5623","1.6261","1.2054","10.37B","-4.89%"
"05/16/2021","0.9050","1.4859","1.6998","0.8201","20.80B","-39.09%"
"05/23/2021","0.8304","0.9050","1.0664","0.6507","14.51B","-8.24%"
"05/30/2021","0.9227","0.8304","1.0973","0.7988","8.92B","11.12%"
"06/06/2021","0.8312","0.9227","0.9738","0.7858","6.02B","-9.92%"
"06/13/2021","0.7598","0.8316","0.9269","0.7559","4.03B","-8.60%"
"06/20/2021","0.6166","0.7596","0.7841","0.5102","9.64B","-18.84%"
"06/27/2021","0.6764","0.6167","0.7285","0.5973","4.90B","9.70%"
"07/04/2021","0.6251","0.6764","0.7088","0.5934","3.55B","-7.59%"
"07/11/2021","0.5816","0.6247","0.6570","0.5679","2.98B","-6.95%"
"07/18/2021","0.6067","0.5817","0.6138","0.5176","3.60B","4.30%"
"07/25/2021","0.7443","0.6050","0.7691","0.5911","6.06B","22.70%"
"08/01/2021","0.8167","0.7444","0.8181","0.6973","3.54B","9.72%"
"08/08/2021","1.2802","0.8167","1.3089","0.7606","7.33B","56.75%"
"08/15/2021","1.2166","1.2802","1.3481","1.0522","8.18B","-4.96%"
"08/22/2021","1.1449","1.2165","1.3029","1.0521","5.58B","-5.89%"
"08/29/2021","1.2548","1.1449","1.3223","1.0915","4.98B","9.60%"
"09/05/2021","1.0788","1.2549","1.4152","0.9617","8.13B","-14.03%"
"09/12/2021","1.0756","1.0788","1.1297","1.0267","3.38B","-0.30%"
"09/19/2021","0.9401","1.0756","1.0835","0.8590","5.76B","-12.59%"
"09/26/2021","1.0362","0.9401","1.0699","0.8866","4.40B","10.22%"
"10/03/2021","1.1594","1.0362","1.2081","1.0067","3.89B","11.89%"
"10/10/2021","1.1340","1.1604","1.2216","1.0659","4.85B","-2.19%"
"10/17/2021","1.0935","1.1340","1.1634","1.0248","3.40B","-3.57%"
"10/24/2021","1.0841","1.0935","1.1593","0.9547","4.39B","-0.87%"
"10/31/2021","1.1512","1.0841","1.2551","1.0700","4.64B","6.19%"
"11/07/2021","1.1894","1.1514","1.3463","1.1359","4.98B","3.32%"
"11/14/2021","1.0961","1.1894","1.2193","1.0184","5.55B","-7.84%"
"11/21/2021","0.9455","1.0961","1.0972","0.9230","5.35B","-13.75%"
"11/28/2021","0.8470","0.9453","1.0297","0.6207","3.99B","-10.42%"
"12/05/2021","0.8372","0.8453","0.9330","0.7504","6.58B","-1.15%"
"12/12/2021","0.8264","0.8377","0.8563","0.7612","4.08B","-1.29%"
"12/19/2021","0.9252","0.8264","1.0161","0.8197","6.03B","11.96%"
"12/26/2021","0.8500","0.9252","0.9550","0.8029","3.36B","-8.13%"
"01/02/2022","0.7447","0.8500","0.8638","0.7155","3.60B","-12.39%"
"01/09/2022","0.7793","0.7448","0.8068","0.7006","3.16B","4.65%"
"01/16/2022","0.5967","0.7792","0.7842","0.5520","4.06B","-23.43%"
"01/23/2022","0.6174","0.5968","0.6575","0.5550","4.70B","3.46%"
"01/30/2022","0.6662","0.6175","0.6861","0.5810","2.98B","7.90%"
"02/06/2022","0.8217","0.6662","0.9126","0.6605","7.38B","23.35%"
"02/13/2022","0.8216","0.8220","0.8589","0.7549","4.75B","-0.01%"
"02/20/2022","0.7504","0.8217","0.8227","0.6225","8.04B","-8.66%"
"02/27/2022","0.7539","0.7504","0.8032","0.6976","5.00B","0.46%"
"03/06/2022","0.7858","0.7539","0.8488","0.7041","4.91B","4.24%"
"03/13/2022","0.8197","0.7859","0.8265","0.7422","3.13B","4.31%"
"03/20/2022","0.8329","0.8196","0.8649","0.7888","3.21B","1.61%"
"03/27/2022","0.8237","0.8329","0.9113","0.7982","3.60B","-1.10%"
"04/03/2022","0.7622","0.8239","0.8498","0.7470","2.80B","-7.46%"
"04/10/2022","0.7810","0.7622","0.7988","0.6841","3.95B","2.47%"
"04/17/2022","0.7055","0.7810","0.7858","0.7031","3.50B","-9.68%"
"04/24/2022","0.5852","0.7055","0.7117","0.5713","3.63B","-17.04%"
"05/01/2022","0.5807","0.5852","0.6567","0.5697","4.10B","-0.77%"
"05/08/2022","0.4261","0.5807","0.5829","0.3366","10.76B","-26.63%"
"05/15/2022","0.4145","0.4261","0.4495","0.3920","4.32B","-2.72%"
"05/22/2022","0.3864","0.4145","0.4285","0.3766","4.14B","-6.79%"
"05/29/2022","0.3924","0.3863","0.4334","0.3794","3.63B","1.57%"
"06/05/2022","0.3596","0.3924","0.4171","0.3563","3.35B","-8.37%"
"06/12/2022","0.3075","0.3597","0.3651","0.2876","6.10B","-14.48%"
"06/19/2022","0.3675","0.3075","0.3863","0.2984","3.84B","19.52%"
"06/26/2022","0.3155","0.3675","0.3748","0.3061","3.21B","-14.16%"
"07/03/2022","0.3448","0.3155","0.3584","0.3092","3.03B","9.28%"
"07/10/2022","0.3505","0.3448","0.3559","0.3034","3.05B","1.66%"
"07/17/2022","0.3593","0.3504","0.3814","0.3425","2.95B","2.51%"
"07/24/2022","0.3877","0.3593","0.4091","0.3256","2.92B","7.89%"
"07/31/2022","0.3714","0.3877","0.3986","0.3632","2.37B","-4.20%"
"08/07/2022","0.3780","0.3714","0.3871","0.3586","2.46B","1.78%"
"08/14/2022","0.3368","0.3780","0.3921","0.3315","3.60B","-10.90%"
"08/21/2022","0.3346","0.3368","0.3700","0.3291","3.55B","-0.64%"
"08/28/2022","0.3296","0.3346","0.3372","0.3187","2.66B","-1.49%"
"09/04/2022","0.3573","0.3298","0.3617","0.3137","3.21B","8.40%"
"09/11/2022","0.3759","0.3573","0.3799","0.3219","3.90B","5.20%"
"09/18/2022","0.4878","0.3759","0.5570","0.3403","12.96B","29.78%"
"09/25/2022","0.4754","0.4878","0.5196","0.4176","6.91B","-2.54%"
"10/02/2022","0.5172","0.4753","0.5287","0.4382","4.62B","8.78%"
"10/09/2022","0.4818","0.5172","0.5468","0.4421","4.34B","-6.83%"
"10/16/2022","0.4654","0.4818","0.4873","0.4296","3.23B","-3.40%"
"10/23/2022","0.4701","0.4653","0.4836","0.4437","2.97B","1.01%"
"10/30/2022","0.4930","0.4702","0.5096","0.4454","3.43B","4.87%"
"11/06/2022","0.3634","0.4930","0.4944","0.3203","5.52B","-26.29%"
"11/13/2022","0.3840","0.3634","0.3966","0.3219","3.01B","5.67%"
"11/20/2022","0.3961","0.3840","0.4188","0.3467","3.88B","3.15%"
"11/27/2022","0.3871","0.3962","0.4112","0.3741","2.71B","-2.27%"
"12/04/2022","0.3866","0.3873","0.3958","0.3752","2.47B","-0.14%"
"12/11/2022","0.3546","0.3866","0.3967","0.3462","2.96B","-8.27%"
"12/18/2022","0.3520","0.3546","0.3552","0.3329","2.47B","-0.73%"
"12/25/2022","0.3387","0.3520","0.3726","0.3338","2.82B","-3.77%"
"01/01/2023","0.3441","0.3388","0.3545","0.3152","3.22B","1.59%"
"01/08/2023","0.3953","0.3441","0.4086","0.3381","4.27B","14.86%"
"01/15/2023","0.4032","0.3953","0.4161","0.3694","4.03B","2.02%"
"01/22/2023","0.4079","0.4034","0.4321","0.3967","3.39B","1.15%"
"01/29/2023","0.4109","0.4079","0.4215","0.3884","2.96B","0.75%"
"02/05/2023","0.3835","0.4109","0.4117","0.3741","3.05B","-6.68%"
"02/12/2023","0.3943","0.3835","0.4044","0.3629","3.26B","2.81%"
"02/19/2023","0.3779","0.3943","0.4083","0.3709","3.72B","-4.16%"
"02/26/2023","0.3735","0.3779","0.3844","0.3555","3.52B","-1.15%"
"03/05/2023","0.3638","0.3735","0.4004","0.3578","5.10B","-2.59%"
"03/12/2023","0.3740","0.3638","0.3891","0.3480","4.21B","2.78%"
"03/19/2023","0.4432","0.3740","0.4927","0.3715","7.71B","18.52%"
"03/26/2023","0.5095","0.4431","0.5821","0.4407","7.16B","14.96%"
"04/02/2023","0.5050","0.5095","0.5288","0.4838","3.34B","-0.89%"
"04/09/2023","0.5193","0.5050","0.5453","0.4992","3.18B","2.84%"
"04/16/2023","0.4719","0.5193","0.5375","0.4404","3.89B","-9.13%"
"04/23/2023","0.4780","0.4719","0.4859","0.4364","3.81B","1.29%"
"04/30/2023","0.4582","0.4780","0.4818","0.4504","2.72B","-4.14%"
"05/07/2023","0.4240","0.4582","0.4599","0.4116","3.36B","-7.46%"
"05/14/2023","0.4684","0.4240","0.4746","0.4189","3.28B","10.48%"
"05/21/2023","0.4718","0.4684","0.4785","0.4438","2.57B","0.72%"
"05/28/2023","0.5188","0.4718","0.5321","0.4700","3.36B","9.96%"
"06/04/2023","0.5068","0.5188","0.5461","0.4770","3.67B","-2.31%"
"06/11/2023","0.4794","0.5068","0.5634","0.4573","3.99B","-5.41%"
"06/18/2023","0.4866","0.4794","0.5270","0.4730","3.26B","1.50%"
"06/25/2023","0.4733","0.4866","0.4970","0.4507","2.98B","-2.74%"
"07/02/2023","0.4704","0.4731","0.4956","0.4586","2.63B","-0.61%"
"07/09/2023","0.7145","0.4704","0.9214","0.4638","8.59B","51.89%"
"07/16/2023","0.7329","0.7145","0.8489","0.7053","6.30B","2.57%"
"07/23/2023","0.7121","0.7329","0.7513","0.6754","3.79B","-2.84%"
"07/30/2023","0.6288","0.7121","0.7335","0.6121","3.98B","-11.70%"
"08/06/2023","0.6274","0.6288","0.6653","0.6003","3.77B","-0.22%"
"08/13/2023","0.5200","0.6276","0.6382","0.4334","5.80B","-17.12%"
"08/20/2023","0.5231","0.5200","0.5554","0.5048","4.30B","0.60%"
"08/27/2023","0.4988","0.5231","0.5475","0.4881","3.51B","-4.64%"
"09/03/2023","0.5038","0.4988","0.5126","0.4919","2.57B","1.00%"
"09/10/2023","0.4997","0.5038","0.5066","0.4624","2.90B","-0.82%"
"09/17/2023","0.5076","0.4997","0.5249","0.4886","2.75B","1.58%"
"09/24/2023","0.5148","0.5076","0.5463","0.4919","3.29B","1.42%"
"10/01/2023","0.5215","0.5148","0.5470","0.5064","2.79B","1.30%"
"10/08/2023","0.4865","0.5215","0.5234","0.4746","2.16B","-6.71%"
"10/15/2023","0.5211","0.4865","0.5314","0.4777","3.06B","7.11%"
"10/22/2023","0.5446","0.5211","0.5839","0.5132","4.40B","4.51%"
"10/29/2023","0.6151","0.5446","0.6250","0.5410","4.41B","12.94%"
"11/05/2023","0.6627","0.6151","0.7317","0.6141","5.93B","7.75%"
"11/12/2023","0.6106","0.6627","0.7478","0.5866","3.81B","-7.87%"
"11/19/2023","0.6225","0.6106","0.6286","0.5737","2.93B","1.96%"
"11/26/2023","0.6190","0.6225","0.6366","0.5939","2.71B","-0.56%"
"12/03/2023","0.6585","0.6190","0.6994","0.5910","4.27B","6.37%"
"12/10/2023","0.6204","0.6585","0.6710","0.5950","3.74B","-5.79%"
"12/17/2023","0.6195","0.6204","0.6310","0.5814","3.41B","-0.13%"
"12/24/2023","0.6207","0.6195","0.6569","0.6029","3.71B","0.19%"
"12/31/2023","0.5679","0.6207","0.6394","0.5021","4.15B","-8.51%"
"01/07/2024","0.5747","0.5680","0.6224","0.5451","3.99B","1.20%"
"01/14/2024","0.5537","0.5747","0.5929","0.5227","2.82B","-3.65%"
"01/21/2024","0.5303","0.5537","0.5552","0.4965","2.84B","-4.23%"
"01/28/2024","0.5186","0.5303","0.5397","0.4904","3.37B","-2.21%"
"02/04/2024","0.5238","0.5186","0.5281","0.4976","2.92B","1.00%"
"02/11/2024","0.5496","0.5238","0.5782","0.5145","4.14B","4.93%"
"02/18/2024","0.5449","0.5496","0.5748","0.5260","3.90B","-0.85%"
"02/25/2024","0.6442","0.5449","0.6496","0.5289","7.08B","18.21%"
"03/03/2024","0.6201","0.6440","0.6681","0.5454","8.90B","-3.74%"
"03/10/2024","0.6030","0.6200","0.7435","0.5857","10.46B","-2.75%"
"03/17/2024","0.6167","0.6030","0.6677","0.5695","7.44B","2.28%"
"03/24/2024","0.6215","0.6167","0.6619","0.6047","5.05B","0.77%"
"03/31/2024","0.5929","0.6215","0.6328","0.5626","4.86B","-4.60%"
"04/07/2024","0.4783","0.5929","0.6418","0.4312","5.91B","-19.34%"
"04/14/2024","0.5288","0.4782","0.5299","0.4643","5.96B","10.58%"
"04/21/2024","0.5179","0.5288","0.5709","0.5103","4.37B","-2.08%"
"04/28/2024","0.5301","0.5179","0.5407","0.4795","4.02B","2.37%"
"05/05/2024","0.5059","0.5301","0.5692","0.4979","3.83B","-4.57%"
"05/12/2024","0.5212","0.5059","0.5287","0.4869","3.15B","3.03%"
"05/19/2024","0.5416","0.5213","0.5565","0.5067","4.16B","3.91%"
"05/26/2024","0.5185","0.5416","0.5418","0.5129","3.05B","-4.26%"
"06/02/2024","0.4927","0.5185","0.5322","0.4599","3.74B","-4.97%"
"06/09/2024","0.4906","0.4927","0.5056","0.4628","3.45B","-0.43%"
"06/16/2024","0.4866","0.4906","0.5198","0.4768","4.39B","-0.82%"
"06/23/2024","0.4726","0.4866","0.4890","0.4627","2.96B","-2.87%"
"06/30/2024","0.4489","0.4726","0.4887","0.3865","4.41B","-5.01%"
"07/07/2024","0.5254","0.4489","0.5657","0.4036","4.19B","17.03%"
"07/14/2024","0.5938","0.5253","0.6369","0.5143","6.95B","13.04%"
"07/21/2024","0.5957","0.5938","0.6323","0.5748","3.77B","0.31%"
"07/28/2024","0.5561","0.5968","0.6581","0.5412","4.12B","-6.64%"
"08/04/2024","0.5847","0.5561","0.6418","0.4327","7.12B","5.13%"
"08/11/2024","0.5665","0.5847","0.5931","0.5469","2.91B","-3.11%"
"08/18/2024","0.6129","0.5664","0.6301","0.5615","2.98B","8.21%"
"08/25/2024","0.5663","0.6128","0.6138","0.5467","3.24B","-7.61%"
"09/01/2024","0.5250","0.5662","0.5722","0.5029","3.47B","-7.28%"
"09/08/2024","0.5957","0.5250","0.5990","0.5210","2.84B","13.45%"
"09/15/2024","0.5977","0.5956","0.6116","0.5599","2.43B","0.35%"
"09/22/2024","0.6140","0.5977","0.6258","0.5756","2.75B","2.73%"
"09/29/2024","0.5294","0.6140","0.6638","0.5081","6.25B","-13.78%"
"10/06/2024","0.5394","0.5294","0.5458","0.5214","2.64B","1.88%"
"10/13/2024","0.5468","0.5394","0.5659","0.5254","3.12B","1.37%"
"10/20/2024","0.5134","0.5423","0.5601","0.4903","3.54B","-6.11%"
"10/27/2024","0.5102","0.5134","0.5305","0.5028","2.85B","-0.63%"
"11/03/2024","0.5592","0.5102","0.5769","0.4920","3.99B","9.62%"
"11/10/2024","1.1187","0.5593","1.2608","0.5557","16.90B","100.04%"
"11/17/2024","1.4683","1.1187","1.6292","1.0057","14.84B","31.25%"
"11/24/2024","1.9488","1.4683","1.9550","1.2853","9.45B","32.72%"
"12/01/2024","2.4936","1.9482","2.8928","1.8514","16.76B","27.96%"
"12/08/2024","2.3991","2.5376","2.6467","1.9048","13.12B","-3.79%"
"12/15/2024","2.2370","2.3997","2.7239","1.9632","20.94B","-6.76%"
"12/22/2024","2.1833","2.2373","2.3496","2.1185","7.74B","-2.40%"
"12/29/2024","2.4193","2.1833","2.5058","2.0001","4.45B","10.81%"
"01/05/2025","2.5770","2.4198","2.5936","2.2049","4.45B","6.52%"
"01/12/2025","3.2698","2.5762","3.3954","2.3363","8.29B","26.88%"
"01/19/2025","3.1078","3.1964","3.3614","2.8723","5.99B","-4.95%"
"01/26/2025","2.8778","3.1078","3.2122","2.6962","4.39B","-7.40%"
"02/02/2025","2.4197","2.8779","2.9552","1.8739","10.41B","-15.92%"
"02/09/2025","2.7623","2.4195","2.8304","2.3131","4.57B","14.16%"
"02/16/2025","2.5742","2.7623","2.8030","2.4709","3.24B","-6.81%"
"02/23/2025","2.1901","2.5734","2.6028","1.9554","5.90B","-14.92%"
"03/02/2025","2.3239","2.1902","2.9676","2.1757","8.13B","6.11%"
"03/09/2025","2.3912","2.3252","2.4733","1.9060","5.25B","2.89%"
"03/16/2025","2.3710","2.3882","2.5806","2.2237","3.59B","-0.85%"
"03/23/2025","2.1343","2.3710","2.5013","2.0625","2.72B","-9.98%"
"03/30/2025","2.1446","2.1344","2.2234","1.9616","4.08B","0.49%"
"04/06/2025","2.0734","2.1442","2.1587","1.6283","5.17B","-3.32%"